,id,holeid,from,to,Au,Pb,Fe,Mo,Cu,S,Zn,label,interval_length
3698,A06262,SOLVE198,1411,1421.0,0.029,196.4,56300.0,1.4,4.6,20060.0,44.6,proximal,10.0
3699,A07498,SOLVE198,1421,1431.0,0.011,403.4,51440.0,2.4,3.2,25680.0,36.8,proximal,10.0
3700,A04681,SOLVE198,1431,1441.0,0.072,388.6,61420.0,2.0,3.0,22480.0,28.0,proximal,10.0
3701,A06305,SOLVE198,1441,1451.0,0.028,680.4,59020.0,3.4,2.8,11920.0,26.8,proximal,10.0
3702,A07231,SOLVE198,1451,1461.0,0.014,269.6,50760.0,1.6,3.6,9780.0,20.8,proximal,10.0
3703,A07825,SOLVE198,1461,1471.0,0.008,285.4,55360.0,4.0,3.0,13960.0,52.4,proximal,10.0
3704,A07827,SOLVE198,1471,1481.0,0.008,314.2,63200.0,2.0,2.8,20420.0,18.8,proximal,10.0
3705,A07236,SOLVE198,1481,1491.0,0.014,534.2,67240.0,1.6,2.6,20720.0,29.0,proximal,10.0
3706,A05081,SOLVE198,1491,1501.0,0.058,324.6,69480.0,1.8,2.0,20600.0,24.4,proximal,10.0
3707,A06309,SOLVE198,1501,1511.0,0.028,424.6,66980.0,5.8,3.4,35640.0,31.6,proximal,10.0
3708,A07402,SOLVE198,1511,1521.0,0.012,225.4,62020.0,4.8,3.0,19700.0,28.8,proximal,10.0
3709,A07406,SOLVE198,1531,1541.0,0.012,228.6,56520.0,5.2,3.0,32640.0,27.6,proximal,10.0
3710,A05897,SOLVE198,1541,1551.0,0.036,413.4,58040.0,3.0,3.0,25020.0,44.6,proximal,10.0
3711,A05814,SOLVE198,1551,1561.0,0.038,705.4,56500.0,3.8,2.8,19320.0,29.0,proximal,10.0
3712,A05231,SOLVE198,1561,1571.0,0.0525,1029.0,58900.0,15.5,3.75,24500.0,38.5,proximal,10.0
3713,A06007,SOLVE198,1571,1581.0,0.034,395.6,62980.0,2.8,3.2,12340.0,25.2,proximal,10.0
3714,A06221,SOLVE198,1581,1591.0,0.03,256.6,29060.0,2.8,2.8,5120.0,47.0,proximal,10.0
3715,A05478,SOLVE198,1591,1601.0,0.046,564.2,19840.0,21.0,2.8,7620.0,38.8,proximal,10.0
3716,A05724,SOLVE198,1601,1611.0,0.04,316.6,28660.0,2.8,1.8,4920.0,24.0,proximal,10.0
3717,A04380,SOLVE198,1611,1618.2,0.085555556,390.6666667,44700.0,3.333333333,2.277777778,24472.22222,34.38888889,proximal,7.2000000000000455
3718,A07058,SOLVE199,621,631.0,0.016,741.2,62140.0,4.8,16.2,45620.0,82.2,proximal,10.0
3719,A07051,SOLVE199,631,640.5,0.016315789,898.6842105,69021.05263,4.368421053,11.21052632,54305.26316,46.89473684,proximal,9.5
3720,A03199,SOLVE201,1291,1301.0,0.166,491.6,43060.0,2.6,7.0,7860.0,39.2,proximal,10.0
3721,A03934,SOLVE201,1301,1311.0,0.108,723.2,37960.0,2.6,6.6,1380.0,35.6,proximal,10.0
3722,A05696,SOLVE201,1311,1321.0,0.04,333.0,32840.0,1.8,8.4,300.0,38.2,proximal,10.0
3723,A04679,SOLVE201,1321,1331.0,0.072,719.2,38000.0,3.0,6.8,4880.0,83.2,proximal,10.0
3724,A06533,SOLVE201,1331,1341.0,0.024,502.4,44500.0,3.0,2.8,2060.0,38.2,proximal,10.0
3725,A03309,SOLVE201W1,1301,1311.0,0.156,646.0,41020.0,1.2,2.6,780.0,30.8,proximal,10.0
3726,A03870,SOLVE201W1,1311,1321.0,0.112,458.8,42300.0,1.8,4.8,5880.0,36.0,proximal,10.0
3727,A03614,SOLVE201W1,1321,1331.0,0.132,377.8,28040.0,2.8,3.4,800.0,28.0,proximal,10.0
3728,A02948,SOLVE201W1,1331,1341.0,0.192,585.8,18840.0,3.0,3.6,1320.0,23.8,proximal,10.0
3729,A05792,SOLVE201W1,1341,1351.0,0.038,335.6,38480.0,1.8,4.4,1340.0,31.6,proximal,10.0
3730,A06304,SOLVE201W1,1351,1361.0,0.028,229.2,36000.0,1.4,3.8,340.0,26.8,proximal,10.0
3731,A03941,SOLVE201W1,1361,1371.0,0.108,396.6,35300.0,1.6,4.0,480.0,29.6,proximal,10.0
3732,A03201,SOLVE201W1,1371,1381.0,0.166,478.6,39640.0,1.0,3.6,500.0,32.2,proximal,10.0
3733,A03980,SOLVE201W1,1381,1391.0,0.106,358.2,40440.0,1.4,4.8,4720.0,24.4,proximal,10.0
3734,A04179,SOLVE201W1,1391,1396.6,0.095714286,364.5,32821.42857,1.285714286,4.0,328.5714286,24.14285714,proximal,5.599999999999909
3736,A06777,SOLVE217,331,341.0,0.02,828.8,65420.0,44.0,3.4,1120.0,36.8,proximal,10.0
3737,A05870,SOLVE217,341,351.0,0.036,844.2,57860.0,21.4,4.6,1300.0,30.4,proximal,10.0
3738,A05064,SOLVE217,351,361.0,0.058,2650.4,68000.0,45.2,4.6,4960.0,24.0,proximal,10.0
3739,A04437,SOLVE217,361,371.0,0.082,926.0,19760.0,37.6,6.8,1040.0,24.2,proximal,10.0
3740,A04274,SOLVE217,371,381.0,0.09,2811.0,46180.0,79.8,5.6,8180.0,24.8,proximal,10.0
3741,A05782,SOLVE217,381,391.0,0.038,794.2,36580.0,22.8,4.4,4560.0,36.2,proximal,10.0
3742,A06194,SOLVE217,391,401.0,0.03,786.6,34280.0,33.4,5.6,5760.0,45.4,proximal,10.0
3743,A05977,SOLVE217,401,411.0,0.034,1066.6,47400.0,122.8,4.0,2600.0,44.6,proximal,10.0
3744,A05125,SOLVE217,411,421.0,0.056,2069.0,51980.0,39.2,6.4,3700.0,46.0,proximal,10.0
3745,A06644,SOLVE217,421,431.0,0.022,574.6,49780.0,10.0,4.0,2320.0,57.4,proximal,10.0
3746,A05871,SOLVE217,431,441.0,0.036,1128.6,50400.0,42.4,3.6,1430.0,56.2,proximal,10.0
3747,A03908,SOLVE217,441,451.0,0.11,2850.4,36220.0,39.2,5.2,3680.0,37.4,proximal,10.0
3748,A05610,SOLVE217,451,461.0,0.042,1228.8,37180.0,52.4,3.2,1560.0,44.6,proximal,10.0
3749,A03653,SOLVE217,461,471.0,0.128,1651.8,56580.0,72.2,4.8,5440.0,52.2,proximal,10.0
3750,A02932,SOLVE217,471,477.0,0.193333333,1388.333333,61833.33333,60.33333333,2.0,900.0,37.66666667,proximal,6.0
3751,A04013,SOLVE218,491,501.0,0.104,760.2,56260.0,68.2,3.8,5800.0,40.4,proximal,10.0
3752,A06190,SOLVE218,501,511.0,0.03,708.4,60420.0,52.4,4.2,12240.0,50.8,proximal,10.0
3753,A06192,SOLVE218,511,521.0,0.03,973.6,63220.0,82.0,5.8,8900.0,66.0,proximal,10.0
3754,A07059,SOLVE218,521,531.0,0.016,339.6,62980.0,51.0,3.8,9640.0,46.6,proximal,10.0
3755,A06848,SOLVE220,81,91.0,0.02,424.8,85220.0,2.8,3.8,6020.0,61.6,distal,10.0
3756,A03337,SOLVE220,101,111.0,0.154,1426.4,69700.0,9.4,4.0,7920.0,53.8,distal,10.0
3761,A06515,SOLVE220,151,161.0,0.025,114.0,50880.0,1.0,11.0,4140.0,138.2,distal,10.0
3762,A05104,SOLVE220,161,171.0,0.058,49.0,51740.0,1.4,5.8,5520.0,99.4,distal,10.0
3763,A07050,SOLVE220,171,181.0,0.017,81.6,45720.0,1.0,4.6,1960.0,79.2,distal,10.0
3764,A06516,SOLVE220,181,191.0,0.025,133.6,46260.0,1.0,6.0,100.0,107.6,distal,10.0
3765,A08343,SOLVE220,191,201.0,0.006,83.0,47640.0,1.0,4.2,190.0,79.0,distal,10.0
3766,A07214,SOLVE220,201,211.0,0.015,24.8,47960.0,1.0,4.0,50.0,101.6,distal,10.0
3767,A08341,SOLVE220,211,221.0,0.006,32.6,44520.0,1.0,13.4,140.0,67.2,distal,10.0
3768,A07938,SOLVE220,221,231.0,0.008,77.4,39260.0,1.0,2.4,60.0,54.4,distal,10.0
3769,A05767,SOLVE220,231,241.0,0.039,91.6,35320.0,1.0,2.0,60.0,41.0,distal,10.0
3773,A07568,SOLVE221,141,151.0,0.011,161.8,28660.0,1.8,3.0,2800.0,39.8,distal,10.0
3780,A07693,SOLVE221,211,221.0,0.01,112.0,41320.0,1.2,7.6,1860.0,192.2,distal,10.0
3781,A07310,SOLVE221,221,231.0,0.014,48.6,47900.0,1.0,4.6,940.0,185.6,distal,10.0
3782,A08781,SOLVE221,231,241.0,0.0025,94.0,48760.0,1.0,7.4,1980.0,135.2,distal,10.0
3783,A08100,SOLVE222,101,111.0,0.007,196.8,72060.0,1.0,12.0,130.0,100.8,distal,10.0
3784,A08799,SOLVE222,111,121.0,0.0025,260.8,67540.0,1.0,9.0,50.0,225.2,distal,10.0
3786,A07815,SOLVE222,131,141.0,0.009,169.2,49160.0,1.0,99.4,5400.0,280.8,distal,10.0
3787,A08353,SOLVE222,141,151.0,0.006,57.6,56560.0,1.0,2.6,60.0,75.2,distal,10.0
3788,A08804,SOLVE222,151,161.0,0.0025,142.4,50080.0,1.0,3.2,380.0,73.4,distal,10.0
3789,A07944,SOLVE222,161,171.0,0.008,142.6,45700.0,1.0,4.8,2220.0,61.8,distal,10.0
3790,A08802,SOLVE222,171,181.0,0.0025,109.2,50140.0,1.0,7.2,4440.0,80.0,distal,10.0
3791,A08801,SOLVE222,181,191.0,0.0025,120.6,56880.0,1.0,5.2,2120.0,88.8,distal,10.0
3792,A08798,SOLVE222,191,201.0,0.0025,130.4,55480.0,1.0,4.2,3500.0,92.6,distal,10.0
3793,A07942,SOLVE222,201,211.0,0.008,128.8,62300.0,1.4,12.4,11360.0,100.2,distal,10.0
3794,A07695,SOLVE222,211,221.0,0.01,139.4,60640.0,1.8,9.0,6260.0,104.0,distal,10.0
3795,A08796,SOLVE222,221,231.0,0.0025,143.2,62480.0,1.0,6.0,1820.0,94.8,distal,10.0
3796,A08795,SOLVE222,231,241.0,0.0025,141.2,62680.0,1.0,5.6,1140.0,87.0,distal,10.0
3797,A08350,SOLVE222,241,251.0,0.006,118.6,64460.0,1.0,4.2,880.0,92.0,distal,10.0
3798,A08349,SOLVE222,251,261.0,0.006,127.6,66560.0,1.2,5.8,2660.0,94.8,distal,10.0
3799,A07571,SOLVE222,261,271.0,0.011,128.4,64620.0,1.2,8.4,3820.0,97.6,distal,10.0
3800,A08793,SOLVE222,271,281.0,0.0025,168.0,61880.0,1.0,4.4,140.0,87.2,distal,10.0
3801,A08792,SOLVE222,281,291.0,0.0025,129.0,64140.0,1.0,4.8,220.0,77.2,distal,10.0
3802,A08791,SOLVE222,291,301.0,0.0025,117.8,54700.0,1.0,4.8,200.0,68.6,distal,10.0
3803,A08820,SOLVE223,151,161.0,0.0025,127.0,49780.0,1.0,5.4,80.0,80.4,distal,10.0
3804,A08819,SOLVE223,161,171.0,0.0025,125.2,54980.0,1.0,6.4,50.0,77.8,distal,10.0
3805,A08818,SOLVE223,171,181.0,0.0025,79.4,58820.0,1.0,5.6,50.0,86.0,distal,10.0
3806,A08817,SOLVE223,181,191.0,0.0025,77.2,55760.0,1.0,5.4,50.0,83.0,distal,10.0
3807,A08816,SOLVE223,191,201.0,0.0025,176.8,54040.0,1.0,3.2,70.0,71.8,distal,10.0
3808,A08815,SOLVE223,201,211.0,0.0025,218.6,52780.0,1.0,4.2,50.0,78.0,distal,10.0
3809,A08355,SOLVE223,211,221.0,0.006,223.4,51780.0,1.0,5.0,80.0,77.4,distal,10.0
3810,A08814,SOLVE223,221,231.0,0.0025,170.8,51080.0,1.0,6.4,70.0,73.6,distal,10.0
3811,A08813,SOLVE223,231,241.0,0.0025,131.8,54240.0,1.0,5.4,70.0,69.4,distal,10.0
3812,A08812,SOLVE223,241,251.0,0.0025,92.0,51040.0,1.0,6.6,190.0,74.4,distal,10.0
3813,A08811,SOLVE223,251,261.0,0.0025,119.4,59080.0,1.0,6.4,1900.0,83.8,distal,10.0
3814,A08810,SOLVE223,261,271.0,0.0025,111.4,44220.0,1.2,11.2,2100.0,69.2,distal,10.0
3815,A08809,SOLVE223,271,281.0,0.0025,103.6,35320.0,1.4,10.4,12400.0,57.2,distal,10.0
3816,A08808,SOLVE223,281,291.0,0.0025,95.6,40020.0,1.0,6.4,14240.0,59.8,distal,10.0
3817,A08807,SOLVE223,291,301.0,0.0025,117.6,50360.0,1.0,7.0,9720.0,71.8,distal,10.0
3818,A08806,SOLVE223,301,311.0,0.0025,144.8,54640.0,1.0,7.2,24420.0,72.2,distal,10.0
3819,A07946,SOLVE223,311,321.0,0.008,154.8,53260.0,3.6,11.0,11260.0,88.8,distal,10.0
3820,A08354,SOLVE223,321,331.0,0.006,112.6,59880.0,1.4,5.4,11240.0,79.4,distal,10.0
3821,A08805,SOLVE223,331,341.0,0.0025,96.0,62100.0,1.0,4.8,5940.0,82.0,distal,10.0
3822,A07217,SOLVE223,341,351.0,0.015,87.4,60900.0,1.4,43.4,16820.0,195.0,distal,10.0
3824,A08803,SOLVE223,361,371.0,0.0025,84.6,50040.0,1.6,9.6,1480.0,148.8,distal,10.0
3825,A08101,SOLVE223,371,381.0,0.007,116.4,52560.0,1.0,29.4,1660.0,137.8,distal,10.0
3826,A07696,SOLVE223,381,391.0,0.01,111.2,49040.0,1.0,4.4,1840.0,117.2,distal,10.0
3827,A06354,SOLVE223,391,401.0,0.028,111.2,51460.0,1.0,5.2,6200.0,97.8,distal,10.0
3828,A08099,SOLVE223,401,411.0,0.007,112.2,49240.0,1.0,2.0,1320.0,66.4,distal,10.0
3829,A08797,SOLVE223,411,421.0,0.0025,136.8,44740.0,1.0,2.4,1540.0,86.6,distal,10.0
3830,A08352,SOLVE223,421,431.0,0.006,165.8,44120.0,1.0,3.2,2560.0,89.4,distal,10.0
3831,A08351,SOLVE223,431,441.0,0.006,200.4,40480.0,1.0,5.0,1660.0,64.4,distal,10.0
3832,A08098,SOLVE223,441,451.0,0.007,209.6,42120.0,1.4,5.2,1800.0,59.2,distal,10.0
3833,A08794,SOLVE223,451,461.0,0.0025,162.8,46180.0,1.6,3.4,1460.0,58.0,distal,10.0
3834,A08347,SOLVE223,461,471.0,0.006,129.4,55060.0,1.2,4.0,3200.0,65.6,distal,10.0
3835,A07941,SOLVE223,471,481.0,0.008,111.4,70400.0,2.4,5.2,5320.0,67.6,distal,10.0
3836,A06260,SOLVE223,481,491.0,0.03,84.8,60080.0,2.0,6.2,6000.0,62.0,distal,10.0
3837,A04846,SOLVE225,151,161.0,0.066,808.2,83340.0,1.0,9.0,21440.0,76.6,distal,10.0
3838,A06039,SOLVE225,161,171.0,0.034,326.4,63720.0,1.0,7.6,9780.0,61.0,distal,10.0
3839,A07110,SOLVE225,171,181.0,0.016,198.6,67860.0,1.4,4.4,9600.0,61.8,distal,10.0
3840,A05496,SOLVE225,181,191.0,0.046,202.2,64120.0,1.2,5.2,13940.0,49.2,distal,10.0
3841,A05745,SOLVE225,191,201.0,0.04,276.6,44940.0,1.2,8.4,12540.0,36.0,distal,10.0
3842,A06036,SOLVE225,201,211.0,0.034,68.2,76000.0,1.8,7.8,12440.0,49.0,distal,10.0
3844,A04144,SOLVE225,221,231.0,0.098,420.2,62720.0,10.0,9.2,5500.0,55.6,distal,10.0
3845,A03533,SOLVE225,241,251.0,0.138,451.2,41560.0,3.8,9.6,3060.0,35.4,distal,10.0
3846,A04738,SOLVE225,251,261.0,0.07,278.8,52740.0,3.6,8.6,10540.0,36.0,distal,10.0
3847,A06573,SOLVE225,261,271.0,0.024,322.0,44080.0,1.8,11.2,9900.0,37.8,distal,10.0
3848,A05375,SOLVE225,271,281.0,0.049,457.2,61700.0,3.8,24.4,2680.0,124.8,distal,10.0
3849,A06239,SOLVE225,281,291.0,0.03,384.4,62940.0,3.6,8.4,2400.0,38.8,distal,10.0
3850,A05492,SOLVE225,291,301.0,0.046,823.2,50200.0,4.4,4.8,9940.0,26.0,proximal,10.0
3851,A03245,SOLVE225,301,311.0,0.162,2882.4,55540.0,23.4,5.0,28260.0,44.8,proximal,10.0
3852,A05035,SOLVE225,311,321.0,0.06,2246.8,47100.0,20.0,5.2,11540.0,73.8,proximal,10.0
3853,A06171,SOLVE225,321,331.0,0.031,1098.6,53400.0,5.6,6.2,5580.0,68.2,proximal,10.0
3854,A06170,SOLVE225,331,341.0,0.031,1264.0,51900.0,43.8,5.2,2600.0,38.4,proximal,10.0
3855,A04972,SOLVE225,341,351.0,0.062,2195.4,48660.0,87.6,6.6,9080.0,46.6,proximal,10.0
3856,A05282,SOLVE225,351,361.0,0.052,2110.0,37560.0,68.6,9.2,3740.0,53.6,proximal,10.0
3857,A05923,SOLVE225,361,371.0,0.036,1134.0,61140.0,25.4,10.4,1600.0,53.0,proximal,10.0
3858,A06881,SOLVE225,371,381.0,0.019,881.8,63580.0,23.0,8.0,1120.0,53.8,proximal,10.0
3859,A06565,SOLVE225,381,391.0,0.024,1352.4,62860.0,20.6,5.6,5000.0,59.0,proximal,10.0
3860,A06031,SOLVE225,391,401.0,0.034,1439.6,66280.0,21.6,5.8,3480.0,51.2,proximal,10.0
3861,A05420,SOLVE225,401,411.0,0.048,462.8,62280.0,11.2,15.2,15040.0,74.2,proximal,10.0
3862,A07746,SOLVE225,411,421.0,0.009,455.8,62200.0,28.8,5.0,5920.0,54.8,proximal,10.0
3863,A04458,SOLVE225,421,431.0,0.082,642.4,74420.0,6.6,11.8,19600.0,73.8,proximal,10.0
3864,A07745,SOLVE225,431,441.0,0.009,491.2,61500.0,6.2,3.0,420.0,38.0,proximal,10.0
3865,A07744,SOLVE225,441,451.0,0.009,497.6,47820.0,14.6,6.4,9400.0,40.6,proximal,10.0
3866,A05919,SOLVE225,451,461.0,0.036,1545.2,20980.0,126.8,9.8,10140.0,38.0,proximal,10.0
3867,A05151,SOLVE225,461,471.0,0.056,816.8,50180.0,23.0,6.2,2580.0,51.0,proximal,10.0
3868,A06564,SOLVE225,471,481.0,0.024,567.4,62840.0,10.0,6.0,640.0,40.6,proximal,10.0
3869,A06375,SOLVE225,481,491.0,0.027,668.4,42420.0,14.8,3.8,1040.0,31.2,proximal,10.0
3870,A04457,SOLVE225,491,501.0,0.082,2218.6,31720.0,30.0,4.2,3940.0,35.2,proximal,10.0
3871,A05561,SOLVE225,501,511.0,0.044,1512.8,31700.0,83.8,9.2,3420.0,35.8,proximal,10.0
3873,A05485,SOLVE225,521,531.0,0.046,1436.0,63660.0,19.6,4.2,1340.0,35.8,proximal,10.0
3874,A05912,SOLVE225,531,541.0,0.036,493.2,57980.0,4.6,3.6,2210.0,22.0,proximal,10.0
3875,A04695,SOLVE225,541,551.0,0.072,1734.0,49760.0,56.4,2.8,2360.0,24.0,proximal,10.0
3876,A05642,SOLVE225,551,561.0,0.042,857.6,52900.0,6.8,3.6,860.0,23.6,proximal,10.0
3877,A04176,SOLVE225,561,571.0,0.096,1517.8,55140.0,39.6,4.2,1840.0,35.0,proximal,10.0
3878,A06231,SOLVE225,571,581.0,0.03,388.6,50260.0,21.4,3.2,4300.0,34.8,proximal,10.0
3879,A05904,SOLVE225,581,591.0,0.036,400.6,59040.0,77.4,3.2,2100.0,33.6,proximal,10.0
3880,A06122,SOLVE225,591,601.0,0.032,611.4,53000.0,25.8,13.0,1980.0,39.0,proximal,10.0
3881,A05342,SOLVE225,601,611.0,0.05,671.4,51580.0,64.8,3.2,620.0,31.4,proximal,10.0
3884,A04900,SOLVE225,631,641.0,0.064,1242.0,63420.0,54.0,4.2,1080.0,33.4,proximal,10.0
3885,A04141,SOLVE225,641,651.0,0.098,911.4,58440.0,77.2,7.0,3000.0,46.2,proximal,10.0
3886,A04372,SOLVE225,651,661.0,0.086,1339.4,58280.0,37.0,19.4,680.0,45.6,proximal,10.0
3888,A03913,SOLVE225,671,681.0,0.11,1105.0,67060.0,43.0,10.8,1200.0,56.6,proximal,10.0
3889,A03874,SOLVE225,681,691.0,0.112,986.4,54620.0,54.4,31.2,8000.0,247.6,proximal,10.0
3890,A05197,SOLVE225,691,701.0,0.054,837.0,49720.0,30.0,10.0,7460.0,97.4,proximal,10.0
3891,A04444,SOLVE225,701,711.0,0.082,1117.6,58740.0,63.0,4.6,2880.0,57.4,proximal,10.0
3892,A04242,SOLVE225,711,721.0,0.092,765.6,60480.0,16.4,6.0,6380.0,127.0,proximal,10.0
3893,A04239,SOLVE225,721,731.0,0.092,492.2,57620.0,9.8,8.6,3920.0,62.6,proximal,10.0
3894,A04770,SOLVE225,731,741.0,0.068,749.6,46960.0,17.2,9.0,17840.0,77.6,proximal,10.0
3897,A04544,SOLVE225,761,771.0,0.078,1401.8,35980.0,22.2,5.8,6080.0,60.4,proximal,10.0
3898,A04543,SOLVE225,1411,1421.0,0.078,1111.0,40340.0,34.6,5.6,19100.0,57.4,proximal,10.0
3899,A05178,SOLVE225,1421,1431.0,0.054,832.6,38800.0,20.4,7.0,17100.0,45.0,proximal,10.0
3900,A06296,SOLVE225,1431,1441.0,0.028,421.0,41100.0,20.8,10.0,22480.0,36.0,proximal,10.0
3901,A05391,SOLVE225,1441,1451.0,0.048,359.4,56040.0,16.0,13.8,47540.0,63.0,proximal,10.0
3902,A06529,SOLVE225,1451,1461.0,0.024,334.6,45660.0,9.6,4.8,31580.0,27.0,proximal,10.0
3903,A06648,SOLVE225,1461,1471.0,0.022,280.0,41620.0,9.4,6.2,29000.0,28.4,proximal,10.0
3904,A06639,SOLVE225,1471,1479.0,0.0225,147.75,36525.0,11.75,5.25,20375.0,27.25,proximal,8.0
3905,A04920,SOLVE225W1,581,591.0,0.0625,484.0,60125.0,36.5,2.5,450.0,31.25,?,10.0
3906,A05729,SOLVE225W1,591,601.0,0.04,661.0,50780.0,55.8,3.2,1120.0,38.2,?,10.0
3907,A05270,SOLVE225W1,601,611.0,0.052,844.2,51260.0,47.6,3.4,1300.0,34.2,?,10.0
3908,A05634,SOLVE225W1,611,621.0,0.042,414.8,42840.0,22.2,3.2,1020.0,45.0,?,10.0
3911,A04208,SOLVE225W1,641,651.0,0.094,1138.4,58880.0,51.0,2.2,760.0,36.4,?,10.0
3912,A04832,SOLVE225W1,651,661.0,0.066,1270.0,53940.0,54.0,4.8,4300.0,45.4,?,10.0
3913,A04778,SOLVE225W1,661,671.0,0.068,476.2,61200.0,12.0,10.4,2980.0,89.2,?,10.0
3914,A03756,SOLVE225W1,671,681.0,0.12,912.0,75180.0,14.4,26.4,3880.0,125.2,?,10.0
3915,A05082,SOLVE225W1,681,691.0,0.058,589.6,68540.0,16.6,15.0,440.0,58.4,?,10.0
3916,A03474,SOLVE225W1,691,701.0,0.142,1642.6,64100.0,37.2,10.6,12720.0,273.8,?,10.0
3917,A03912,SOLVE225W1,701,711.0,0.11,739.6,63500.0,33.0,14.4,14440.0,246.4,?,10.0
3918,A04321,SOLVE225W1,711,721.0,0.088,1440.4,66120.0,39.2,5.0,1720.0,166.4,?,10.0
3919,A04024,SOLVE225W1,721,731.0,0.104,1336.6,55200.0,37.8,7.6,2240.0,203.2,?,10.0
3920,A03200,SOLVE225W1,731,741.0,0.166,1759.6,46960.0,58.6,7.6,4080.0,203.8,?,10.0
3921,A03179,SOLVE225W1,741,751.0,0.168,1235.2,44040.0,6.6,2.2,920.0,35.0,?,10.0
3923,A03331,SOLVE225W1,761,771.0,0.154,1312.2,38940.0,5.6,3.8,920.0,30.2,?,10.0
3924,A05063,SOLVE225W1,1531,1541.0,0.058,106.0,25780.0,2.6,3.6,5740.0,22.4,?,10.0
3925,A04875,SOLVE225W1,1541,1551.0,0.064,82.8,25060.0,2.0,3.0,2420.0,14.8,?,10.0
3926,A04625,SOLVE225W1,1551,1561.0,0.074,151.2,29380.0,1.6,5.0,9600.0,18.6,?,10.0
3927,A03618,SOLVE225W1,1701,1711.0,0.132,1666.0,41620.0,55.4,4.6,9860.0,30.2,?,10.0
3928,A06124,SOLVE225W1,1711,1721.0,0.032,282.0,46640.0,6.8,6.8,27400.0,55.0,?,10.0
3929,A06367,SOLVE225W1,1721,1731.0,0.027,201.4,47220.0,7.4,5.4,17200.0,49.6,?,10.0
3930,A06597,SOLVE225W1,1731,1737.0,0.023333333,285.3333333,46100.0,8.0,4.666666667,24333.33333,35.0,?,6.0
3931,A03616,SOLVE225W2,691,701.0,0.132,1831.0,63620.0,60.2,7.4,4360.0,148.8,?,10.0
3932,A05134,SOLVE225W2,701,711.0,0.056,838.6,63300.0,18.8,6.0,4120.0,223.6,?,10.0
3933,A03334,SOLVE225W2,711,721.0,0.154,1639.8,65820.0,30.4,4.6,1360.0,61.8,?,10.0
3934,A05012,SOLVE225W2,721,731.0,0.06,708.4,57320.0,2.8,7.6,1020.0,171.0,?,10.0
3935,A02838,SOLVE225W2,731,741.0,0.204,2052.2,45140.0,14.4,13.4,4640.0,44.6,?,10.0
3936,A03386,SOLVE225W2,751,761.0,0.15,1244.8,46580.0,20.2,5.4,1020.0,29.0,?,10.0
3937,A03332,SOLVE225W2,761,771.0,0.154,1247.2,39020.0,31.4,4.8,1240.0,37.0,?,10.0
3938,A02605,SOLVE225W2,771,781.0,0.234,1290.4,45440.0,3.4,5.4,920.0,36.0,?,10.0
3939,A04097,SOLVE225W2,1621,1631.0,0.1,1117.4,45400.0,3.6,5.0,3900.0,39.4,?,10.0
3940,A02416,SOLVE225W2,1631,1641.0,0.258,449.8,28760.0,1.0,3.4,1620.0,18.6,?,10.0
3941,A04819,SOLVE225W2,1641,1651.0,0.066,112.2,26400.0,1.0,4.6,2620.0,17.6,?,10.0
3942,A06301,SOLVE225W2,1651,1661.0,0.028,89.8,31000.0,1.2,3.6,520.0,18.0,?,10.0
3943,A05328,SOLVE225W2,1661,1671.0,0.05,158.0,28960.0,1.0,3.8,780.0,17.0,?,10.0
3944,A05331,SOLVE225W2,1671,1681.0,0.05,310.0,30460.0,1.0,3.4,940.0,15.4,?,10.0
3945,A05470,SOLVE225W2,1681,1691.0,0.046,339.6,30040.0,1.0,3.6,540.0,14.2,?,10.0
3946,A03982,SOLVE225W2,1691,1701.0,0.106,811.4,27760.0,1.0,4.0,1540.0,16.4,?,10.0
3947,A08090,SOLVE226,191,201.0,0.007,81.2,51400.0,1.0,7.8,2580.0,94.4,?,10.0
3948,A08771,SOLVE226,201,211.0,0.0025,11.6,42840.0,1.0,19.4,2680.0,102.6,?,10.0
3949,A08770,SOLVE226,211,221.0,0.0025,132.2,53340.0,1.0,4.8,1940.0,67.0,?,10.0
3950,A07687,SOLVE226,221,231.0,0.01,68.8,48440.0,1.0,6.6,1920.0,83.0,?,10.0
3951,A08769,SOLVE226,231,241.0,0.0025,28.8,50080.0,1.0,6.2,7020.0,81.2,?,10.0
3952,A08330,SOLVE226,241,251.0,0.006,125.8,52920.0,1.0,10.4,1660.0,102.4,?,10.0
3953,A08327,SOLVE226,251,261.0,0.006,81.0,45940.0,1.0,5.0,6440.0,87.6,?,10.0
3954,A08766,SOLVE226,261,271.0,0.0025,227.4,43000.0,1.0,5.2,5120.0,142.8,?,10.0
3955,A07143,SOLVE226,281,291.0,0.016,34.2,37280.0,73.6,4.0,5980.0,61.8,?,10.0
3956,A08324,SOLVE226,291,301.0,0.006,16.2,29280.0,2.6,3.8,3460.0,28.6,?,10.0
3957,A07934,SOLVE226,301,311.0,0.008,29.4,33060.0,9.4,5.0,5880.0,26.8,?,10.0
3958,A08320,SOLVE226,311,321.0,0.006,29.8,34600.0,9.4,2.6,6000.0,32.2,?,10.0
3964,A04796,SOLVE226,371,381.0,0.068,338.2,78480.0,8.0,2.4,50700.0,49.8,?,10.0
3965,A07305,SOLVE226,381,391.0,0.014,37.8,40600.0,1.4,4.4,8100.0,74.6,?,10.0
3966,A07804,SOLVE226,391,401.0,0.009,24.2,42240.0,1.0,5.2,9960.0,62.0,?,10.0
