Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class
A07766,SOLVE197,891,901,24.8,0.009,154.6,53160,1.4,3.4,3680,37.4,B
A06828,SOLVE197,901,911,38.8,0.02,137.2,57000,1.6,7,9280,41.6,B
A08021,SOLVE197,911,921,53.5,0.007,263.4,61640,1,5.8,11960,49.6,B
A08567,SOLVE197,921,931,53.2,<0.005,164,62760,1.4,7.2,10120,63.2,B
A08206,SOLVE197,931,941,29.6,0.006,48.2,55900,1,3.2,4520,55,B
A08561,SOLVE197,941,951,19.8,<0.005,193.8,57360,1,3.4,2460,55.4,B
A08559,SOLVE197,951,961,11.4,<0.005,83.4,53340,1,2.4,1440,43.4,B
A08009,SOLVE197,961,971,23.2,0.007,137.4,44860,1,2.4,3380,34.4,B
A07627,SOLVE197,971,981,15.8,0.01,135.2,45740,1,2.6,6060,27.6,B
A08550,SOLVE197,981,991,22,<0.005,247.8,59900,1,3.8,12960,41.8,B
A06754,SOLVE197,991,1001,31.8,0.021,130.2,50160,1.8,4.4,5640,42,B
A05048,SOLVE197,1001,1011,45,0.059,444.4,55320,1.4,3.6,9500,38.4,B
A07349,SOLVE197,1011,1021,15.8,0.013,109.8,52840,1,1.8,4360,34.6,B
A07194,SOLVE197,1021,1031,60,0.015,212.6,70860,2.2,34.8,12600,114.6,B
A08525,SOLVE197,1031,1041,26.8,<0.005,191.4,52160,1.4,3.2,8980,35.2,A
A08522,SOLVE197,1041,1051,21.4,<0.005,164.4,50240,1.4,2.8,6440,35.6,A
A08516,SOLVE197,1051,1061,14.8,<0.005,136.4,55060,2.2,2,9420,30.2,A
A08510,SOLVE197,1061,1071,19.8,<0.005,280,59840,2.4,2,11060,33,A
A08506,SOLVE197,1071,1081,21.6,<0.005,373.6,71900,2.4,2.8,13700,36.8,A
A08501,SOLVE197,1081,1091,16,<0.005,130.2,59460,1,1.2,8720,37.6,A
A07616,SOLVE197,1091,1101,20.8,0.01,553.2,65120,4,1.4,9980,40.4,A
A08490,SOLVE197,1101,1111,21.2,<0.005,157.2,60600,2.6,3,6420,34,A
A08482,SOLVE197,1111,1121,26,<0.005,160.2,59340,2,3.2,11780,31.8,A
A08162,SOLVE197,1121,1131,12.2,0.006,33.2,48300,1,4,1940,29.6,A
A07983,SOLVE197,1131,1141,10.8,0.007,150.4,57480,1.4,4.2,18160,28.4,A
A07734,SOLVE197,1141,1151,6.4,0.009,254.4,70680,2.4,1.8,21860,22.6,A
A08153,SOLVE197,1151,1161,6,0.006,61.6,63740,1,4.4,19920,29.8,A
A08463,SOLVE197,1161,1171,6,<0.005,90,66160,1,2.4,8400,29.6,A
A08458,SOLVE197,1171,1181,6,<0.005,255.8,67760,1.6,2,17240,30,A
A07975,SOLVE197,1181,1191,6.2,0.007,180.8,46980,2.4,2.4,6880,23.2,A
A08144,SOLVE197,1191,1201,6.8,0.006,218.6,61160,1.2,1.8,27940,25.8,A
A08438,SOLVE197,1201,1211,6.4,<0.005,105.4,63480,1,1.8,21460,21,A
A08429,SOLVE197,1211,1221,5.6,<0.005,112.4,67020,1.2,1.4,12660,27.8,A
A07971,SOLVE197,1221,1231,7.8,0.007,186.4,64360,1,1.8,15100,26.4,A
A07417,SOLVE197,1231,1241,8.6,0.012,489.6,61940,,,28500,37.4,A
A07719,SOLVE197,1241,1251,7.6,0.009,709.4,74380,1.8,3,24800,36.8,A
A08125,SOLVE197,1251,1261,9,0.006,282.8,64360,1.2,3.6,26320,36.2,A
A03452,SOLVE197,1261,1271,12.6,0.144,3830,49820,9,4.8,30800,33.2,A
A03314,SOLVE197,1271,1281,12.8,0.156,5290.8,44680,34,10.6,26260,33.4,A
A06541,SOLVE197,1281,1291,15.6,0.024,520.2,39360,35.2,7.2,26980,31.6,A
A06656,SOLVE197,1291,1301,8.4,0.022,265,51100,6.6,3.2,20120,30.8,A
A07503,SOLVE197,1301,1311,4.6,0.011,288.2,71620,1.6,3.2,10640,26.4,A
A08377,SOLVE197,1311,1321,4,<0.005,126.6,65740,1.4,3,4520,25.2,A
A07396,SOLVE197,1321,1331,7,0.012,415.2,73220,2.4,5.2,32260,54.4,A
A07580,SOLVE197,1331,1341,11.8,0.01,370.4,78400,3.4,5.2,33440,40.2,A
A07955,SOLVE197,1341,1351,5,0.007,186.8,63220,1.2,3,8320,28.4,A
A07228,SOLVE197,1351,1361,6.6,0.014,317.4,72340,1.4,4.2,44240,34.4,A
A06526,SOLVE197,1361,1371,4.4,0.024,261.8,61300,1.6,2.6,34540,26.8,A
A07819,SOLVE197,1371,1381,3.4,0.008,195.2,59560,1.8,2.8,31100,24.2,A
A07060,SOLVE197,1381,1391,3.6,0.016,372.4,61840,1.4,3.8,28340,29.8,A
A06295,SOLVE197,1391,1401,9.2,0.028,471.2,62520,3,5.8,35280,34.2,A
A06522,SOLVE197,1401,1411,11.8,0.024,652.6,53120,6,9.2,34680,34,A
A04491,SOLVE197,1821,1831,10.6,0.08,871.2,41340,7.6,3,12580,30.2,A
A06356,SOLVE197,1831,1841,7.2,0.027,502.8,52200,4.6,3.4,11020,29.2,A
A06906,SOLVE197,1841,1851,5.6,0.018,529.2,46060,5,4.4,6520,27.2,A
A06089,SOLVE197,1851,1861,6.2,0.032,834.8,46600,8,4.8,6100,30.4,A
A06856,SOLVE197,1861,1871,7.8,0.019,408.4,40860,3.8,3.8,4160,29.8,A
A07229,SOLVE197,1871,1881,8.8,0.014,234.6,31440,1.4,3.6,3320,34.6,A
A05129,SOLVE197,1881,1891,7.8,0.056,613.6,30200,12.4,3.6,6040,32.2,A
A04103,SOLVE197,1891,1901,7,0.1,1385,31240,19.8,3.2,9840,32.4,A
A05469,SOLVE197,1901,1911,19,0.046,1060,20300,10.2,3.8,7280,28.4,A
A03755,SOLVE197,1911,1921,7.4,0.12,1325.8,25740,9.8,4,2280,40.4,A
A04370,SOLVE197,1921,1931,2.4,0.086,662,16520,5.8,4.2,920,32.4,A
A04947,SOLVE197,1931,1941,5.6,0.062,990,20500,9.6,2.8,2120,29.6,A
A04140,SOLVE197,1941,1951,23.8,0.098,1592.2,28700,10.6,3.6,3980,26.4,A
A04449,SOLVE197,1951,1961,8.2,0.082,1691.8,28720,19,3.4,8640,25,A
A04285,SOLVE197,1961,1971,8.4,0.09,1259.4,37060,12.2,5.4,7440,33.4,A
A07658,SOLVE198,331,341,48.6,0.01,181.2,36000,1.2,16.4,17780,135.2,B
A08051,SOLVE198,341,351,42.2,0.007,21.8,34040,1,5,12560,49.4,B
A06350,SOLVE198,351,361,44.8,0.028,102,39240,1.2,18.4,17180,81.4,B
A07782,SOLVE198,361,371,31.6,0.009,36.6,32480,1.2,3.8,8660,67,B
A07043,SOLVE198,371,381,59.8,0.017,15.6,33160,1.2,6.8,11180,59.8,B
A07909,SOLVE198,381,391,43.4,0.008,8.6,33240,1,9.8,14920,62.2,B
A08252,SOLVE198,391,401,28.4,0.006,79.8,32100,1.2,23.2,9120,78,B
A07652,SOLVE198,401,411,55.6,0.01,18.2,36260,1,16.8,23180,65.2,B
A08043,SOLVE198,411,421,28,0.007,10.8,36740,1.2,14.2,16000,65.2,B
A08042,SOLVE198,421,431,30.8,0.007,11,39700,1.6,5.6,26760,52.2,B
A07902,SOLVE198,431,441,35,0.008,7.6,34360,1.4,3.4,16400,24,B
A07777,SOLVE198,441,451,47.2,0.009,7.6,34840,4.6,2,14980,19.2,B
A05959,SOLVE198,451,461,135,0.035,18.2,115100,1,4.6,80740,45.2,B
A04795,SOLVE198,461,471,427,0.068,92.4,230420,1,7.4,101680,77,B
A05499,SOLVE198,471,481,104.2,0.046,7.4,69580,1,5,52220,37.8,B
A04112,SOLVE198,481,491,341.2,0.1,67.4,117760,1,3,93780,35.8,B
A07121,SOLVE198,491,501,28.4,0.016,301.2,49000,4,3.6,18340,48.6,B
A06464,SOLVE198,501,511,25.2,0.026,263.4,40380,1,1.8,9960,46.6,B
A07466,SOLVE198,511,521,14.4,0.012,56.4,35320,,3.4,2940,48.8,B
A06834,SOLVE198,521,531,24.6,0.02,204.4,51220,1,9.2,13180,67,B
A07646,SOLVE198,531,541,14.8,0.01,104.8,47740,1,2.2,6300,57.8,B
A07896,SOLVE198,541,551,16.8,0.008,96,45660,1,2.6,8960,48,B
A05764,SOLVE198,551,561,32.4,0.039,257.4,41940,1,4.6,9220,49.6,B
A08025,SOLVE198,561,571,29.4,0.007,121.8,45380,1,4.2,9540,53.2,B
A05859,SOLVE198,571,581,36.8,0.037,34.2,45140,1,2.4,16340,32,B
A06706,SOLVE198,581,591,52.2,0.022,88.4,47820,1,4.4,18620,44.6,B
A06705,SOLVE198,591,601,23.8,0.022,139.2,39420,1.2,3.2,4740,53.6,B
A06040,SOLVE198,601,611,25.8,0.034,121.6,34340,1.4,2.6,5720,41.2,B
A06152,SOLVE198,611,621,38.6,0.032,211.8,38140,1,5.4,11740,41.2,B
A02741,SOLVE198,621,631,45,0.215,239.6,45120,1,3,11240,34.8,B
A06382,SOLVE198,631,641,57.2,0.027,193,34240,1,5.4,8200,29.4,B
A07635,SOLVE198,641,651,16,0.01,223.6,29320,1,3.4,4180,34.6,B
A08208,SOLVE198,651,661,35.4,0.006,105.4,35560,1.8,3.2,8940,37.6,B
A07113,SOLVE198,661,671,20.4,0.016,96.4,34380,1,2.8,3380,45,B
A06245,SOLVE198,671,681,27.8,0.03,271,46860,1.6,2.4,9060,44,B
A05361,SOLVE198,681,691,29,0.05,229,42940,1,2.2,5600,43.8,B
A06037,SOLVE198,691,701,35.8,0.034,307.2,54720,1,2,6120,50.2,B
A04792,SOLVE198,701,711,9.6,0.068,133.4,38600,1,1.6,1300,30.8,B
A07753,SOLVE198,711,721,18.4,0.009,89.6,50460,1,1.6,4080,50.2,B
A08188,SOLVE198,721,731,8.6,0.006,15.4,59000,1,1.2,1740,58.4,B
A06962,SOLVE198,731,741,24.2,0.018,46.8,49120,1,1.2,3020,51.8,B
A00278,SOLVE198,741,751,69.8,1.069,90.2,58940,1,1.8,10260,50.8,A
A04697,SOLVE198,751,761,14,0.072,426.6,57720,7,2.2,9900,50,A
A07874,SOLVE198,761,771,9.8,0.008,35,54460,1.2,1.2,4180,53.6,A
A08174,SOLVE198,771,781,18,0.006,163.6,55500,2.2,2.4,6480,52.2,A
A03810,SOLVE198,781,791,20.8,0.116,141.6,68600,,6,5200,54.2,A
A07615,SOLVE198,791,801,13,0.01,81.2,48840,1,10,1860,38.4,A
A06686,SOLVE198,801,811,80.6,0.022,185.8,54880,1.4,11.8,15480,51.8,A
A05913,SOLVE198,811,821,67.4,0.036,377.8,76140,1,9.6,23380,51.8,A
A06557,SOLVE198,821,831,51,0.024,190.4,62660,1,7,12840,57,A
A06681,SOLVE198,831,841,35,0.022,15.8,56260,1,3.2,14700,47.2,A
A06131,SOLVE198,841,851,72,0.032,180,66720,2,4.2,22740,49.2,A
A07096,SOLVE198,851,861,23.2,0.016,114.4,55360,1,2.8,11900,49.8,A
A07602,SOLVE198,861,871,30.2,0.01,114.8,55280,1.2,3.8,5760,61,A
A07255,SOLVE198,871,881,41.2,0.014,292.4,57340,1.6,3.4,7360,47.4,A
A07727,SOLVE198,881,891,9.2,0.009,140.4,38500,1,1.6,1740,27.8,A
A06939,SOLVE198,891,901,11,0.018,121.6,38220,1,1.4,1980,28,A
A07972,SOLVE198,901,911,37.4,0.007,122,72700,1,2.6,29240,48.2,A
A08420,SOLVE198,911,921,26.6,<0.005,106.8,71460,1,3,26680,38.6,A
A06736,SOLVE198,921,931,10.4,0.021,49.4,49220,1,2.6,3360,30.4,A
A07244,SOLVE198,931,941,12.8,0.014,163,44040,1,2.6,3560,28,A
A07510,SOLVE198,941,951,24.4,0.011,276.8,50640,1,4.2,19200,47.6,A
A07841,SOLVE198,951,961,17.8,0.008,63.2,62360,1,9.4,37600,65.2,A
A07717,SOLVE198,961,971,8.4,0.009,91.8,58980,2.2,6.4,33920,59.8,A
A07838,SOLVE198,971,981,15.8,0.008,313.4,52140,1.2,4.4,25080,51.4,A
A06659,SOLVE198,981,991,42.6,0.022,58.6,66800,1.2,11.6,51920,49.6,A
A07713,SOLVE198,991,1001,24.8,0.009,150.4,60820,3.4,6.6,43720,42.4,A
A06413,SOLVE198,1001,1011,20,0.026,245.8,57340,1,6.6,34700,29,A
A07401,SOLVE198,1011,1021,27.6,0.012,68,54320,4.6,10.4,45920,29.6,A
A05334,SOLVE198,1021,1031,17.8,0.05,624.8,49040,2.4,9.4,42660,27.4,A
A06107,SOLVE198,1031,1041,44,0.032,187.6,54520,2.6,13.4,45480,38,A
A07235,SOLVE198,1041,1051,49.8,0.014,28,67460,2,10.2,56420,39.2,A
A05886,SOLVE198,1051,1061,24.2,0.036,238.2,67900,1.6,8.2,48260,34,A
A07582,SOLVE198,1061,1071,14.4,0.01,99.8,66940,2.6,9.6,60460,41.8,A
A06649,SOLVE198,1071,1081,16.6,0.022,80.8,67580,2.8,8,58740,31.2,A
A05073,SOLVE198,1081,1091,23.8,0.058,70.6,71800,2.2,17,63020,68.8,A
A06532,SOLVE198,1091,1101,21.4,0.024,287.4,69980,3.2,12.4,61280,58.4,A
A06098,SOLVE198,1101,1111,27.8,0.032,410.4,74620,2,8.2,61080,32.4,A
A05873,SOLVE198,1111,1121,17.4,0.036,469,71040,1.4,7.4,43820,33.8,A
A05979,SOLVE198,1121,1131,8.8,0.034,570.8,75480,2.8,5,35000,32.2,A
A07575,SOLVE198,1131,1141,21,0.01,65,81540,2.2,8.4,68020,40.6,A
A07226,SOLVE198,1141,1151,27.4,0.014,143.2,79020,3.6,5.6,66420,33,A
A04940,SOLVE198,1151,1161,59.6,0.062,700.6,65960,9.4,7,45320,37,A
A05788,SOLVE198,1161,1171,21.2,0.038,52.4,69260,8.2,7.2,55120,35.6,A
A07227,SOLVE198,1171,1181,8.4,0.014,247.2,58940,12.6,6,28380,29,A
A05980,SOLVE198,1181,1191,8.4,0.034,588.2,60840,28.8,4.8,20860,42.4,A
A06096,SOLVE198,1191,1201,6,0.032,503.4,50840,8.6,5.2,11100,28.2,A
A06645,SOLVE198,1201,1211,4.6,0.022,416.2,50520,35.4,4.6,10780,31.4,A
A05981,SOLVE198,1211,1221,5.4,0.034,275.6,49640,5.6,5,39000,29.2,A
A05982,SOLVE198,1221,1231,9.6,0.034,444,53380,23.8,3.8,32160,27.2,A
A05789,SOLVE198,1231,1241,9.8,0.038,750.6,43200,36,4.8,24060,24.2,A
A05874,SOLVE198,1241,1251,16,0.036,718.4,60080,3,5.8,28820,28.2,A
A05875,SOLVE198,1251,1261,17.6,0.036,852.8,76760,4.8,6.8,44980,38.8,A
A06398,SOLVE198,1261,1271,6.4,0.026,688.6,88380,1.2,4.6,36400,30.6,A
A07393,SOLVE198,1271,1281,11.4,0.012,,78980,1.8,19.8,44220,171,A
A06911,SOLVE198,1281,1291,13.2,0.018,388.8,49700,6,9.4,27200,119.4,A
A06601,SOLVE198,1291,1301,9,0.023,407,68900,5.8,3.6,41540,33.2,A
A06857,SOLVE198,1301,1311,6,0.019,426.6,71860,5.4,4.8,42140,34.6,A
A05984,SOLVE198,1311,1321,6,0.034,553.6,73680,7.4,5.6,51260,33.2,A
A04772,SOLVE198,1321,1331,5,0.068,830.6,58120,2.6,3.8,33520,28,A
A04133,SOLVE198,1331,1341,10.6,0.098,1760.4,37600,7.4,8,18940,53.8,A
A06099,SOLVE198,1341,1351,10,0.032,298.8,71900,1.8,3.6,44080,23.6,A
A03312,SOLVE198,1351,1361,5.2,0.156,1490.2,48460,4.2,2.8,19000,26.8,A
A06782,SOLVE198,1361,1371,4.4,0.02,313.8,50440,1.2,2.4,10920,20.2,A
A07705,SOLVE198,1371,1381,5.8,0.009,260.4,42140,1,5.8,6700,21.6,A
A07578,SOLVE198,1381,1391,6.4,0.01,122.6,41340,7.8,2.6,18180,26,A
A08368,SOLVE198,1391,1401,3.4,<0.005,9.4,14400,3,3.6,720,31,A
A07395,SOLVE198,1401,1411,4.4,0.012,358.8,38480,1.6,2.6,7020,33.8,A
A06262,SOLVE198,1411,1421,7.8,0.029,196.4,56300,1.4,4.6,20060,44.6,A
A07498,SOLVE198,1421,1431,7,0.011,403.4,51440,2.4,3.2,25680,36.8,A
A04681,SOLVE198,1431,1441,4.6,0.072,388.6,61420,2,3,22480,28,A
A06305,SOLVE198,1441,1451,5,0.028,680.4,59020,3.4,2.8,11920,26.8,A
A07231,SOLVE198,1451,1461,4,0.014,269.6,50760,1.6,3.6,9780,20.8,A
A07825,SOLVE198,1461,1471,5.6,0.008,285.4,55360,4,3,13960,52.4,A
A07827,SOLVE198,1471,1481,5.4,0.008,314.2,63200,2,2.8,20420,18.8,A
A07236,SOLVE198,1481,1491,6.4,0.014,534.2,67240,1.6,2.6,20720,29,A
A05081,SOLVE198,1491,1501,7.2,0.058,324.6,69480,1.8,2,20600,24.4,A
A06309,SOLVE198,1501,1511,5,0.028,424.6,66980,5.8,3.4,35640,31.6,A
A07402,SOLVE198,1511,1521,4.6,0.012,225.4,62020,4.8,3,19700,28.8,A
A07507,SOLVE198,1521,1531,4.4,0.011,223.2,,4,3,30240,36.6,A
A07406,SOLVE198,1531,1541,3.4,0.012,228.6,56520,5.2,3,32640,27.6,A
A05897,SOLVE198,1541,1551,7.8,0.036,413.4,58040,3,3,25020,44.6,A
A05814,SOLVE198,1551,1561,4.2,0.038,705.4,56500,3.8,2.8,19320,29,A
A05231,SOLVE198,1561,1571,5.5,0.0525,1029,58900,15.5,3.75,24500,38.5,A
A06007,SOLVE198,1571,1581,4.6,0.034,395.6,62980,2.8,3.2,12340,25.2,A
A06221,SOLVE198,1581,1591,4.6,0.03,256.6,29060,2.8,2.8,5120,47,A
A05478,SOLVE198,1591,1601,5.8,0.046,564.2,19840,21,2.8,7620,38.8,A
A05724,SOLVE198,1601,1611,5,0.04,316.6,28660,2.8,1.8,4920,24,A
A04380,SOLVE198,1611,1618.2,8.055555556,0.085555556,390.6666667,44700,3.333333333,2.277777778,24472.22222,34.38888889,A
A07058,SOLVE199,621,631,19.2,0.016,741.2,62140,4.8,16.2,45620,82.2,A
A07051,SOLVE199,631,640.5,12.84210526,0.016315789,898.6842105,69021.05263,4.368421053,11.21052632,54305.26316,46.89473684,A
A03199,SOLVE201,1291,1301,8,0.166,491.6,43060,2.6,7,7860,39.2,A
A03934,SOLVE201,1301,1311,3.2,0.108,723.2,37960,2.6,6.6,1380,35.6,A
A05696,SOLVE201,1311,1321,2.4,0.04,333,32840,1.8,8.4,300,38.2,A
A04679,SOLVE201,1321,1331,6,0.072,719.2,38000,3,6.8,4880,83.2,A
A06533,SOLVE201,1331,1341,5.6,0.024,502.4,44500,3,2.8,2060,38.2,A
A03309,SOLVE201W1,1301,1311,4.2,0.156,646,41020,1.2,2.6,780,30.8,A
A03870,SOLVE201W1,1311,1321,8.2,0.112,458.8,42300,1.8,4.8,5880,36,A
A03614,SOLVE201W1,1321,1331,4.6,0.132,377.8,28040,2.8,3.4,800,28,A
A02948,SOLVE201W1,1331,1341,7.6,0.192,585.8,18840,3,3.6,1320,23.8,A
A05792,SOLVE201W1,1341,1351,15.2,0.038,335.6,38480,1.8,4.4,1340,31.6,A
A06304,SOLVE201W1,1351,1361,2.6,0.028,229.2,36000,1.4,3.8,340,26.8,A
A03941,SOLVE201W1,1361,1371,2.6,0.108,396.6,35300,1.6,4,480,29.6,A
A03201,SOLVE201W1,1371,1381,2.2,0.166,478.6,39640,1,3.6,500,32.2,A
A03980,SOLVE201W1,1381,1391,110.2,0.106,358.2,40440,1.4,4.8,4720,24.4,A
A04179,SOLVE201W1,1391,1396.6,3.357142857,0.095714286,364.5,32821.42857,1.285714286,4,328.5714286,24.14285714,A
A01594,SOLVE206,541,551,23.4,0.402,3246.6,67180,162.6,952,25860,2138.8,A
A06777,SOLVE217,331,341,8.8,0.02,828.8,65420,44,3.4,1120,36.8,A
A05870,SOLVE217,341,351,10.2,0.036,844.2,57860,21.4,4.6,1300,30.4,A
A05064,SOLVE217,351,361,14,0.058,2650.4,68000,45.2,4.6,4960,24,A
A04437,SOLVE217,361,371,12.8,0.082,926,19760,37.6,6.8,1040,24.2,A
A04274,SOLVE217,371,381,10.8,0.09,2811,46180,79.8,5.6,8180,24.8,A
A05782,SOLVE217,381,391,14.6,0.038,794.2,36580,22.8,4.4,4560,36.2,A
A06194,SOLVE217,391,401,16.2,0.03,786.6,34280,33.4,5.6,5760,45.4,A
A05977,SOLVE217,401,411,11.6,0.034,1066.6,47400,122.8,4,2600,44.6,A
A05125,SOLVE217,411,421,12,0.056,2069,51980,39.2,6.4,3700,46,A
A06644,SOLVE217,421,431,12.8,0.022,574.6,49780,10,4,2320,57.4,A
A05871,SOLVE217,431,441,8.8,0.036,1128.6,50400,42.4,3.6,1430,56.2,A
A03908,SOLVE217,441,451,17.2,0.11,2850.4,36220,39.2,5.2,3680,37.4,A
A05610,SOLVE217,451,461,12.6,0.042,1228.8,37180,52.4,3.2,1560,44.6,A
A03653,SOLVE217,461,471,12.2,0.128,1651.8,56580,72.2,4.8,5440,52.2,A
A02932,SOLVE217,471,477,9.333333333,0.193333333,1388.333333,61833.33333,60.33333333,2,900,37.66666667,A
A04013,SOLVE218,491,501,4.8,0.104,760.2,56260,68.2,3.8,5800,40.4,A
A06190,SOLVE218,501,511,8.4,0.03,708.4,60420,52.4,4.2,12240,50.8,A
A06192,SOLVE218,511,521,5.6,0.03,973.6,63220,82,5.8,8900,66,A
A07059,SOLVE218,521,531,6.6,0.016,339.6,62980,51,3.8,9640,46.6,A
A06848,SOLVE220,81,91,38,0.02,424.8,85220,2.8,3.8,6020,61.6,B
A04416,SOLVE220,91,101,123.2,0.084,1422.6,,4.8,,20120,66,B
A03337,SOLVE220,101,111,36.4,0.154,1426.4,69700,9.4,4,7920,53.8,B
A00788,SOLVE220,111,121,23.6,0.654,10240,117520,42,3.8,22280,48.6,B
A01707,SOLVE220,121,131,122.6,0.376,3022,258200,45.2,2.8,42320,49.4,B
A03948,SOLVE220,131,141,33,0.108,598.4,277800,20,1.6,22600,73.4,B
A01149,SOLVE220,141,151,139.4,0.522,2510.4,164240,8,10,42460,148,B
A06515,SOLVE220,151,161,51.4,0.025,114,50880,1,11,4140,138.2,B
A05104,SOLVE220,161,171,55.2,0.058,49,51740,1.4,5.8,5520,99.4,B
A07050,SOLVE220,171,181,29.2,0.017,81.6,45720,1,4.6,1960,79.2,B
A06516,SOLVE220,181,191,18.4,0.025,133.6,46260,1,6,100,107.6,B
A08343,SOLVE220,191,201,21.4,0.006,83,47640,1,4.2,190,79,B
A07214,SOLVE220,201,211,6.4,0.015,24.8,47960,1,4,50,101.6,B
A08341,SOLVE220,211,221,8.2,0.006,32.6,44520,1,13.4,140,67.2,B
A07938,SOLVE220,221,231,19,0.008,77.4,39260,1,2.4,60,54.4,B
A05767,SOLVE220,231,241,12.6,0.039,91.6,35320,1,2,60,41,B
A04647,SOLVE221,111,121,83.2,0.074,5566,39640,2,5.2,4490,62.4,B
A01416,SOLVE221,121,131,57.6,0.445,4508.6,83980,35,4,32400,60.8,B
A00331,SOLVE221,131,141,158.6,0.986,11589.4,96180,16.4,3.2,25760,62.8,B
A07568,SOLVE221,141,151,14.2,0.011,161.8,28660,1.8,3,2800,39.8,B
A03818,SOLVE221,151,161,23,0.115,2454.2,174660,7.8,2.2,22140,59.6,B
A01955,SOLVE221,161,171,26.4,0.326,3958.2,202860,13,2.4,33420,85.4,B
A01284,SOLVE221,171,181,45.6,0.478,5038.6,304600,18.8,1.4,52240,90.6,B
A02121,SOLVE221,181,191,41,0.3,3604,331400,19.6,1,41020,87,B
A04033,SOLVE221,191,201,32.8,0.104,244.2,154920,13.6,3.2,19180,111.4,B
A03659,SOLVE221,201,211,63.6,0.128,2776,116760,33.4,5,19580,73.2,B
A07693,SOLVE221,211,221,28.4,0.01,112,41320,1.2,7.6,1860,192.2,B
A07310,SOLVE221,221,231,21.2,0.014,48.6,47900,1,4.6,940,185.6,B
A08781,SOLVE221,231,241,25.8,<0.005,94,48760,1,7.4,1980,135.2,B
A08100,SOLVE222,101,111,18.6,0.007,196.8,72060,1,12,130,100.8,B
A08799,SOLVE222,111,121,52.4,<0.005,260.8,67540,1,9,50,225.2,B
A08800,SOLVE222,121,131,23.2,<0.005,642.2,47500,3.2,93.6,6160,475.2,B
A07815,SOLVE222,131,141,25.8,0.009,169.2,49160,1,99.4,5400,280.8,B
A08353,SOLVE222,141,151,3.4,0.006,57.6,56560,1,2.6,60,75.2,B
A08804,SOLVE222,151,161,3,<0.005,142.4,50080,1,3.2,380,73.4,B
A07944,SOLVE222,161,171,6,0.008,142.6,45700,1,4.8,2220,61.8,B
A08802,SOLVE222,171,181,52.8,<0.005,109.2,50140,1,7.2,4440,80,B
A08801,SOLVE222,181,191,36,<0.005,120.6,56880,1,5.2,2120,88.8,B
A08798,SOLVE222,191,201,9.2,<0.005,130.4,55480,1,4.2,3500,92.6,B
A07942,SOLVE222,201,211,36,0.008,128.8,62300,1.4,12.4,11360,100.2,B
A07695,SOLVE222,211,221,21,0.01,139.4,60640,1.8,9,6260,104,B
A08796,SOLVE222,221,231,5.2,<0.005,143.2,62480,1,6,1820,94.8,B
A08795,SOLVE222,231,241,3.2,<0.005,141.2,62680,1,5.6,1140,87,B
A08350,SOLVE222,241,251,4.6,0.006,118.6,64460,1,4.2,880,92,B
A08349,SOLVE222,251,261,7.6,0.006,127.6,66560,1.2,5.8,2660,94.8,B
A07571,SOLVE222,261,271,18.4,0.011,128.4,64620,1.2,8.4,3820,97.6,B
A08793,SOLVE222,271,281,4.2,<0.005,168,61880,1,4.4,140,87.2,B
A08792,SOLVE222,281,291,4.2,<0.005,129,64140,1,4.8,220,77.2,B
A08791,SOLVE222,291,301,4.8,<0.005,117.8,54700,1,4.8,200,68.6,B
A08820,SOLVE223,151,161,7,<0.005,127,49780,1,5.4,80,80.4,B
A08819,SOLVE223,161,171,7,<0.005,125.2,54980,1,6.4,50,77.8,B
A08818,SOLVE223,171,181,6.6,<0.005,79.4,58820,1,5.6,50,86,B
A08817,SOLVE223,181,191,6.8,<0.005,77.2,55760,1,5.4,50,83,B
A08816,SOLVE223,191,201,9,<0.005,176.8,54040,1,3.2,70,71.8,B
A08815,SOLVE223,201,211,11.6,<0.005,218.6,52780,1,4.2,50,78,B
A08355,SOLVE223,211,221,8,0.006,223.4,51780,1,5,80,77.4,B
A08814,SOLVE223,221,231,7.8,<0.005,170.8,51080,1,6.4,70,73.6,B
A08813,SOLVE223,231,241,6,<0.005,131.8,54240,1,5.4,70,69.4,B
A08812,SOLVE223,241,251,4.4,<0.005,92,51040,1,6.6,190,74.4,B
A08811,SOLVE223,251,261,4.4,<0.005,119.4,59080,1,6.4,1900,83.8,B
A08810,SOLVE223,261,271,12.4,<0.005,111.4,44220,1.2,11.2,2100,69.2,B
A08809,SOLVE223,271,281,44,<0.005,103.6,35320,1.4,10.4,12400,57.2,B
A08808,SOLVE223,281,291,27.2,<0.005,95.6,40020,1,6.4,14240,59.8,B
A08807,SOLVE223,291,301,21.4,<0.005,117.6,50360,1,7,9720,71.8,B
A08806,SOLVE223,301,311,15.4,<0.005,144.8,54640,1,7.2,24420,72.2,B
A07946,SOLVE223,311,321,29.2,0.008,154.8,53260,3.6,11,11260,88.8,B
A08354,SOLVE223,321,331,29.4,0.006,112.6,59880,1.4,5.4,11240,79.4,B
A08805,SOLVE223,331,341,14,<0.005,96,62100,1,4.8,5940,82,B
A07217,SOLVE223,341,351,41.2,0.015,87.4,60900,1.4,43.4,16820,195,B
A07945,SOLVE223,351,361,28.8,0.008,107.6,58560,1.2,32.6,8800,427.6,B
A08803,SOLVE223,361,371,18.2,<0.005,84.6,50040,1.6,9.6,1480,148.8,B
